employee_id,month,department,age,tenure_years,comp_ratio,satisfaction,performance,engagement,bls_energy_index,attrition
65,0,Operations,45,1.6,0.98,3.81,3.11,4.01,99.2,0
66,0,Operations,40,0.5,0.94,4.36,2.61,4.0,99.2,0
67,0,Operations,47,5.9,0.91,1.84,2.42,3.52,99.2,0
68,0,Operations,38,1.3,1.0,3.78,2.92,3.63,99.2,0
69,0,Operations,48,0.5,0.95,2.59,3.2,5.0,99.2,0
70,0,Operations,42,11.4,1.26,3.45,3.08,3.33,99.2,0
71,0,Operations,34,5.9,1.18,3.79,3.0,4.07,99.2,0
72,0,Operations,28,3.1,0.81,1.91,2.15,4.62,99.2,0
73,0,Operations,28,11.4,0.93,3.07,4.89,4.06,99.2,0
74,0,Operations,34,9.6,1.01,3.58,3.14,4.27,99.2,0
75,0,Operations,43,1.6,0.94,4.8,2.52,3.27,99.2,0
76,0,Operations,61,1.7,1.06,4.66,3.29,3.95,99.2,0
77,0,Operations,40,1.1,0.83,3.86,2.1,4.18,99.2,0
78,0,Operations,41,9.2,0.9,2.15,2.62,3.95,99.2,0
79,0,Operations,47,12.4,1.24,2.69,3.69,4.2,99.2,0
80,0,Operations,55,6.6,1.22,3.43,2.99,3.35,99.2,0
81,0,Engineering,56,2.6,0.9,3.77,3.24,3.34,99.2,0
82,0,Engineering,35,2.9,0.94,3.94,3.33,2.93,99.2,0
83,0,Engineering,22,4.0,0.95,2.34,4.14,4.55,99.2,1
84,0,Engineering,52,5.1,0.77,3.26,2.45,4.23,99.2,0
85,0,Engineering,51,3.5,0.94,4.79,2.34,3.95,99.2,0
86,0,Engineering,51,4.4,0.91,2.48,2.9,3.49,99.2,0
87,0,Engineering,61,20.2,1.32,3.04,4.09,3.42,99.2,0
88,0,Engineering,54,13.7,1.38,2.15,3.58,3.18,99.2,0
89,0,Engineering,49,3.0,0.99,2.47,3.7,3.94,99.2,0
90,0,Engineering,31,1.2,0.9,3.72,2.77,4.08,99.2,0
91,0,Engineering,38,7.3,1.18,1.57,4.33,5.0,99.2,0
92,0,Engineering,33,4.8,1.0,3.35,2.42,4.15,99.2,0
93,0,Engineering,35,3.1,1.16,3.64,2.96,3.71,99.2,0
94,0,Engineering,44,16.9,1.36,4.98,3.08,4.8,99.2,0
95,0,Engineering,24,1.0,0.92,3.64,4.05,3.61,99.2,0
96,0,Engineering,60,2.6,0.88,3.43,2.01,2.83,99.2,0
97,0,Engineering,58,6.8,0.9,3.72,2.7,3.01,99.2,0
98,0,Engineering,34,0.9,1.17,3.81,3.08,4.29,99.2,0
99,0,Engineering,41,3.9,0.95,3.12,3.75,4.7,99.2,0
100,0,Engineering,48,17.6,1.41,4.26,1.62,3.3,99.2,1
101,0,Engineering,23,7.6,0.98,3.34,3.98,3.65,99.2,0
102,0,Engineering,26,1.2,0.99,2.77,3.59,3.67,99.2,1
103,0,Engineering,38,0.5,0.93,3.49,3.05,3.07,99.2,0
104,0,Engineering,35,4.0,0.94,3.42,3.99,2.43,99.2,0
105,0,Engineering,41,2.9,1.14,4.11,2.4,3.13,99.2,0
106,0,Engineering,50,0.7,0.97,3.72,3.31,4.27,99.2,0
107,0,Engineering,23,0.8,0.78,4.45,2.49,2.68,99.2,0
108,0,Engineering,22,1.1,1.13,3.2,2.57,3.81,99.2,0
109,0,Engineering,58,10.4,1.47,4.41,2.56,4.31,99.2,0
110,0,Engineering,53,5.1,1.19,4.09,3.65,4.0,99.2,0
111,0,Engineering,35,0.5,0.81,4.85,4.41,4.62,99.2,0
112,0,Engineering,57,5.7,1.08,2.63,3.48,3.84,99.2,0
113,0,Engineering,61,0.5,1.01,4.22,3.21,3.95,99.2,0
114,0,Engineering,57,5.7,0.96,2.9,2.32,4.11,99.2,0
115,0,Engineering,48,3.8,1.05,4.35,3.92,3.82,99.2,0
116,0,Engineering,46,17.9,1.45,4.53,3.97,3.72,99.2,0
117,0,Engineering,61,8.0,1.14,3.04,3.38,3.5,99.2,0
118,0,Engineering,25,5.6,1.04,3.72,2.4,3.51,99.2,0
119,0,Engineering,29,35.0,1.83,1.81,1.9,3.82,99.2,0
120,0,Engineering,37,5.6,1.04,3.82,4.29,3.12,99.2,0
121,0,Engineering,58,2.7,0.89,4.64,4.49,3.6,99.2,0
122,0,Engineering,61,0.9,1.09,3.6,3.46,5.0,99.2,0
123,0,Engineering,45,3.3,1.07,3.11,3.84,3.82,99.2,0
124,0,Engineering,37,1.1,0.99,1.95,3.67,3.21,99.2,0
125,0,Engineering,25,20.1,1.43,4.16,2.26,3.56,99.2,0
126,0,Engineering,40,4.7,1.01,4.08,3.24,2.66,99.2,0
127,0,Engineering,26,4.7,1.01,3.48,3.36,4.37,99.2,0
128,0,Engineering,61,4.0,0.93,4.5,2.9,2.3,99.2,0
129,0,Engineering,55,6.7,1.02,3.53,2.98,4.43,99.2,0
130,0,Engineering,45,14.2,1.26,3.81,3.27,3.71,99.2,0
131,0,Engineering,30,6.6,1.26,2.48,3.25,3.15,99.2,0
132,0,Engineering,29,3.7,1.03,4.29,4.01,4.66,99.2,0
133,0,Engineering,43,3.7,0.82,2.81,3.28,3.46,99.2,0
134,0,Engineering,42,1.2,0.95,3.31,3.25,3.8,99.2,0
135,0,Engineering,60,7.2,1.27,3.97,2.39,3.75,99.2,0
136,0,Engineering,23,1.7,1.02,3.89,4.04,3.97,99.2,0
137,0,Engineering,43,0.5,0.68,1.0,1.99,4.07,99.2,0
138,0,Engineering,58,2.5,0.98,3.11,4.77,3.8,99.2,0
139,0,Engineering,53,3.6,0.97,3.41,3.18,2.98,99.2,0
140,0,Engineering,33,0.5,1.01,3.27,3.13,3.93,99.2,0
141,0,Maintenance,58,2.4,0.94,3.17,2.21,4.07,99.2,0
142,0,Maintenance,60,4.3,1.08,3.8,3.64,2.96,99.2,0
143,0,Maintenance,57,1.9,1.0,3.11,3.81,4.69,99.2,0
144,0,Maintenance,36,6.8,1.1,4.11,3.28,3.88,99.2,0
145,0,Maintenance,38,1.9,0.87,4.01,3.2,4.0,99.2,0
146,0,Maintenance,48,4.8,1.13,2.51,4.21,3.5,99.2,0
147,0,Maintenance,56,1.7,0.87,3.28,2.96,4.17,99.2,0
148,0,Maintenance,48,8.1,1.2,1.81,2.94,2.49,99.2,0
149,0,Maintenance,32,7.1,1.26,3.66,2.85,4.09,99.2,0
150,0,Maintenance,38,10.5,1.26,4.14,3.67,3.23,99.2,0
151,0,Maintenance,43,0.5,0.89,2.81,2.82,4.13,99.2,0
152,0,Maintenance,55,4.7,0.91,3.59,4.91,2.97,99.2,0
153,0,Maintenance,31,9.0,1.2,3.86,3.09,4.67,99.2,0
154,0,Maintenance,54,4.6,0.97,2.64,3.52,4.67,99.2,0
155,0,Maintenance,27,5.3,0.94,2.23,2.56,3.94,99.2,0
156,0,Maintenance,38,3.9,1.04,3.7,3.09,4.06,99.2,0
157,0,Maintenance,32,13.3,1.16,2.27,3.66,3.63,99.2,0
158,0,Maintenance,44,4.6,1.12,2.98,4.06,4.75,99.2,0
159,0,Maintenance,51,5.1,1.22,3.99,3.62,4.11,99.2,0
160,0,Maintenance,36,2.1,0.8,4.54,3.79,4.69,99.2,0
161,0,Maintenance,54,1.7,0.94,3.56,3.99,3.58,99.2,0
162,0,Maintenance,43,0.8,0.97,2.9,3.03,3.69,99.2,0
163,0,Maintenance,48,8.6,1.12,1.82,2.57,3.64,99.2,0
164,0,Maintenance,54,0.5,0.97,3.55,3.23,3.75,99.2,0
165,0,Maintenance,52,8.0,0.82,3.07,3.21,4.21,99.2,0
166,0,Maintenance,25,1.2,1.09,3.65,3.87,3.96,99.2,0
167,0,Maintenance,48,6.5,1.1,4.68,1.48,2.95,99.2,0
168,0,Maintenance,30,14.2,1.2,2.71,2.6,5.0,99.2,0
169,0,Maintenance,50,0.5,0.83,1.97,3.12,3.2,99.2,0
170,0,Maintenance,52,10.9,1.14,3.79,3.49,3.01,99.2,0
171,0,Maintenance,44,17.1,1.43,2.4,2.98,4.02,99.2,0
172,0,Maintenance,28,3.1,1.18,3.29,3.73,4.96,99.2,0
173,0,Maintenance,45,1.5,0.94,2.65,2.27,3.51,99.2,1
174,0,Maintenance,29,2.8,0.89,2.93,2.58,5.0,99.2,0
175,0,Maintenance,32,3.1,0.94,2.93,1.34,2.97,99.2,0
176,0,Maintenance,26,8.0,1.09,3.46,4.1,4.05,99.2,0
177,0,Maintenance,61,1.4,1.03,3.04,3.59,4.14,99.2,0
178,0,Maintenance,28,7.0,1.0,3.76,2.65,3.82,99.2,0
179,0,Maintenance,34,1.7,1.16,2.7,4.38,3.48,99.2,0
180,0,Maintenance,39,9.0,1.03,3.36,2.11,4.38,99.2,0
181,0,Maintenance,44,5.2,1.04,3.0,3.74,3.78,99.2,0
182,0,Maintenance,25,1.9,1.06,4.14,2.89,3.77,99.2,0
183,0,Maintenance,32,3.0,1.08,3.97,4.28,4.67,99.2,0
184,0,Maintenance,37,0.9,0.91,4.8,3.45,3.67,99.2,0
185,0,Maintenance,51,11.2,1.07,3.55,3.38,3.0,99.2,0
186,0,Maintenance,57,6.2,1.16,3.15,2.92,2.52,99.2,0
187,0,Maintenance,43,8.6,0.97,2.57,2.52,3.83,99.2,0
188,0,Maintenance,36,3.9,1.11,3.3,1.46,3.2,99.2,0
189,0,Maintenance,38,12.8,1.17,4.14,2.73,4.04,99.2,0
190,0,Maintenance,34,2.0,0.96,2.31,4.03,3.34,99.2,0
191,0,HSE,48,2.8,0.85,4.27,3.41,2.85,99.2,0
192,0,HSE,27,2.8,0.76,4.2,3.39,4.05,99.2,0
193,0,HSE,60,0.7,1.12,3.33,2.64,4.06,99.2,0
194,0,HSE,23,13.5,1.3,3.76,2.69,4.35,99.2,0
195,0,HSE,58,0.8,0.92,3.78,4.54,4.08,99.2,0
196,0,HSE,43,6.8,1.04,3.2,3.84,2.76,99.2,0
197,0,HSE,34,0.6,0.9,4.56,4.07,4.38,99.2,0
198,0,HSE,55,12.5,1.27,3.94,3.32,3.97,99.2,0
199,0,HSE,60,1.7,0.68,3.37,1.97,3.86,99.2,0
200,0,HSE,25,1.8,0.94,2.96,4.23,3.47,99.2,0
201,0,HSE,28,1.0,1.13,3.35,3.6,2.95,99.2,0
202,0,HSE,31,0.5,0.88,3.04,3.69,3.95,99.2,0
203,0,HSE,43,4.3,1.05,5.0,2.1,4.56,99.2,0
204,0,HSE,35,1.8,1.21,4.28,3.22,3.67,99.2,0
205,0,HSE,43,2.5,1.11,2.77,3.78,4.35,99.2,0
206,0,HSE,50,0.5,0.85,2.81,2.06,3.94,99.2,0
207,0,HSE,42,2.9,0.66,4.4,2.73,4.02,99.2,0
208,0,HSE,45,1.3,0.95,5.0,4.26,3.62,99.2,0
209,0,HSE,41,0.6,0.97,3.18,4.23,3.73,99.2,0
210,0,HSE,56,6.2,1.26,4.27,2.69,3.29,99.2,0
211,0,Projects,39,4.9,0.98,2.41,2.2,2.74,99.2,0
212,0,Projects,27,1.2,0.83,3.35,3.09,5.0,99.2,0
213,0,Projects,60,1.2,1.12,3.95,3.28,4.0,99.2,0
214,0,Projects,50,2.2,0.98,3.76,3.33,3.43,99.2,0
215,0,Projects,27,6.5,0.97,2.62,3.43,3.11,99.2,0
216,0,Projects,54,11.6,1.14,4.56,3.43,3.67,99.2,0
217,0,Projects,37,3.1,1.09,3.61,3.25,4.13,99.2,0
218,0,Projects,34,1.6,0.81,2.93,4.12,3.61,99.2,0
219,0,Projects,56,11.1,1.17,4.36,4.04,3.7,99.2,0
220,0,Projects,41,6.8,1.16,4.29,2.38,5.0,99.2,0
221,0,Projects,31,8.0,0.93,4.71,3.02,4.3,99.2,0
222,0,Projects,38,1.8,1.07,2.08,2.64,4.13,99.2,0
223,0,Projects,28,0.9,0.84,3.21,2.24,3.42,99.2,0
224,0,Projects,29,1.7,1.02,3.19,3.3,3.31,99.2,0
225,0,Projects,54,2.6,0.86,3.63,3.71,2.85,99.2,0
226,0,Projects,32,2.6,1.01,2.34,2.32,3.82,99.2,0
227,0,Projects,44,4.5,1.13,3.94,2.71,3.73,99.2,0
228,0,Projects,51,4.8,1.08,3.14,2.23,2.95,99.2,0
229,0,Projects,47,5.0,1.1,3.76,3.37,4.75,99.2,0
230,0,Projects,51,8.9,1.32,2.36,2.98,4.61,99.2,0
231,0,Projects,33,10.8,1.16,3.73,3.02,3.77,99.2,0
232,0,Projects,27,6.6,1.28,2.08,3.43,3.34,99.2,0
233,0,Projects,28,5.3,1.18,3.65,3.99,2.39,99.2,0
234,0,Projects,31,0.7,0.97,2.84,3.3,3.79,99.2,0
235,0,Projects,53,5.7,0.95,3.51,3.06,2.92,99.2,0
236,0,Projects,54,9.8,1.17,2.31,3.24,3.73,99.2,0
237,0,Projects,45,7.9,1.03,4.52,3.58,3.57,99.2,0
238,0,Projects,42,0.9,0.88,4.1,3.29,5.0,99.2,0
239,0,Projects,36,2.1,1.19,2.94,3.36,3.8,99.2,0
240,0,Projects,33,23.2,1.45,3.61,3.52,3.66,99.2,0
241,0,Projects,35,0.8,0.93,3.28,2.15,3.18,99.2,0
242,0,Projects,44,2.6,0.96,3.07,3.37,3.72,99.2,0
243,0,Projects,59,0.6,0.71,3.07,2.33,4.05,99.2,0
244,0,Projects,53,1.5,0.8,2.6,2.85,3.88,99.2,0
245,0,Projects,51,2.7,1.13,3.71,3.92,3.7,99.2,0
246,0,Commercial,54,4.6,1.09,2.69,3.29,3.45,99.2,0
247,0,Commercial,35,1.6,0.88,2.38,2.74,4.95,99.2,0
248,0,Commercial,24,0.5,0.81,3.56,3.23,3.75,99.2,0
249,0,Commercial,47,3.7,0.85,4.23,2.24,3.69,99.2,0
250,0,Commercial,53,1.4,0.99,3.91,2.28,4.2,99.2,0
251,0,Commercial,56,1.5,0.95,4.21,2.66,3.43,99.2,0
252,0,Commercial,33,6.3,1.21,4.87,4.79,3.18,99.2,0
253,0,Commercial,27,3.0,0.89,2.65,2.46,3.71,99.2,1
254,0,Commercial,25,2.0,1.02,3.14,3.25,3.02,99.2,0
255,0,Commercial,41,9.0,1.11,3.67,2.41,4.68,99.2,0
256,0,Commercial,24,2.5,0.71,4.05,4.05,4.47,99.2,0
257,0,Commercial,40,0.9,0.94,3.49,3.39,3.62,99.2,0
258,0,Commercial,51,0.5,0.89,3.05,2.89,3.78,99.2,0
259,0,Commercial,35,5.2,1.02,1.96,3.53,3.8,99.2,0
260,0,Commercial,52,1.2,0.66,3.72,3.2,3.9,99.2,0
261,0,Commercial,45,8.9,1.02,4.12,4.06,4.19,99.2,0
262,0,Commercial,55,2.8,1.14,2.8,3.04,4.25,99.2,0
263,0,Commercial,32,2.5,1.04,3.57,3.35,3.64,99.2,1
264,0,Commercial,51,1.2,0.89,4.2,2.15,3.01,99.2,0
265,0,Commercial,31,33.0,1.69,4.03,2.75,3.94,99.2,0
266,0,IT,33,1.0,0.94,3.37,3.93,4.04,99.2,0
267,0,IT,46,6.4,1.06,4.32,3.4,3.89,99.2,0
268,0,IT,29,2.6,0.96,4.2,2.81,3.43,99.2,0
269,0,IT,45,7.2,0.98,4.95,4.2,2.82,99.2,1
270,0,IT,23,0.8,0.89,1.89,3.39,3.16,99.2,0
271,0,IT,53,31.2,1.86,2.87,2.4,2.51,99.2,0
272,0,IT,23,4.2,0.9,3.14,2.45,3.47,99.2,0
273,0,IT,30,1.6,0.97,2.57,3.22,3.89,99.2,0
274,0,IT,60,14.5,1.26,3.94,1.16,4.51,99.2,0
275,0,IT,46,3.2,1.07,2.33,2.43,4.42,99.2,0
276,0,IT,55,2.6,0.92,3.03,2.49,4.32,99.2,0
277,0,IT,28,1.0,0.86,4.53,2.25,4.76,99.2,0
278,0,IT,37,10.0,1.08,2.48,3.27,3.06,99.2,0
279,0,IT,61,3.7,0.81,2.77,2.59,5.0,99.2,0
280,0,IT,52,0.5,0.73,3.67,2.48,4.34,99.2,0
281,0,IT,60,13.9,1.24,2.99,3.01,3.66,99.2,0
282,0,IT,49,0.5,0.94,3.16,3.76,3.66,99.2,0
283,0,IT,33,1.4,1.03,4.12,1.87,3.93,99.2,0
284,0,IT,31,6.3,1.07,3.52,3.02,3.33,99.2,0
285,0,IT,22,4.9,0.93,2.41,3.47,4.13,99.2,0
286,0,HR,22,8.7,1.17,3.74,3.14,3.48,99.2,0
287,0,HR,61,0.5,0.88,3.7,2.22,4.47,99.2,0
288,0,HR,22,10.9,1.35,2.49,4.44,4.2,99.2,0
289,0,HR,27,0.5,1.08,3.48,2.74,4.15,99.2,0
290,0,HR,59,4.3,0.96,3.44,2.27,2.92,99.2,0
291,0,HR,33,7.1,1.1,4.55,2.85,4.2,99.2,0
292,0,HR,23,3.4,1.04,4.3,2.5,3.98,99.2,0
293,0,HR,36,3.0,1.13,2.4,2.5,4.2,99.2,0
294,0,HR,30,0.7,0.87,5.0,3.46,4.15,99.2,0
295,0,HR,59,16.6,1.25,2.34,4.41,3.96,99.2,0
296,0,HR,42,3.7,1.04,3.47,3.57,3.68,99.2,0
297,0,HR,23,1.3,0.75,3.55,2.3,3.78,99.2,0
298,0,HR,37,4.5,0.97,3.81,2.39,3.9,99.2,0
299,0,HR,61,5.4,1.02,3.0,3.53,3.92,99.2,0
300,0,HR,55,12.3,1.32,4.13,3.81,3.32,99.2,0
1,1,Operations,53,11.8,1.34,1.96,2.29,3.88,100.07,0
2,1,Operations,54,0.6,0.89,4.07,3.25,4.48,100.07,0
3,1,Operations,40,0.9,0.92,4.28,3.17,3.69,100.07,0
4,1,Operations,37,9.3,1.12,3.19,3.57,4.02,100.07,0
5,1,Operations,29,3.5,1.18,3.12,2.63,4.17,100.07,0
6,1,Operations,30,1.8,0.84,4.07,3.72,4.13,100.07,0
7,1,Operations,56,6.9,1.12,4.22,3.36,4.21,100.07,0
8,1,Operations,23,0.9,0.92,3.24,2.87,3.42,100.07,0
9,1,Operations,28,0.7,0.9,2.15,2.97,3.9,100.07,0
10,1,Operations,45,5.3,1.11,3.13,3.8,3.69,100.07,0
11,1,Operations,57,1.8,0.9,3.58,3.68,3.54,100.07,0
12,1,Operations,54,6.7,1.08,2.95,2.95,3.57,100.07,0
13,1,Operations,51,2.3,0.93,3.95,3.51,4.2,100.07,0
14,1,Operations,38,1.1,0.84,2.33,2.27,3.2,100.07,1
15,1,Operations,59,15.5,1.36,3.17,3.72,3.24,100.07,0
16,1,Operations,33,1.2,0.95,2.09,3.5,3.94,100.07,0
17,1,Operations,30,3.5,0.98,3.75,3.22,4.76,100.07,0
18,1,Operations,48,0.7,0.95,4.62,3.78,4.01,100.07,0
19,1,Operations,27,13.7,1.18,3.22,2.24,4.18,100.07,0
20,1,Operations,23,27.3,1.57,4.16,4.6,5.0,100.07,0
21,1,Operations,60,2.4,0.79,2.88,2.91,3.43,100.07,0
22,1,Operations,23,8.0,1.13,2.64,2.03,3.51,100.07,0
23,1,Operations,34,3.4,1.17,4.28,2.85,3.09,100.07,0
24,1,Operations,24,2.3,1.12,4.22,2.57,4.36,100.07,0
25,1,Operations,34,10.8,1.16,3.9,2.88,3.06,100.07,0
26,1,Operations,62,4.9,1.19,3.36,3.4,4.58,100.07,0
27,1,Operations,53,14.2,1.42,4.69,3.33,3.07,100.07,0
28,1,Operations,32,0.8,1.08,3.2,4.22,3.14,100.07,1
29,1,Operations,35,2.3,0.93,3.46,3.44,4.64,100.07,0
30,1,Operations,28,10.4,1.0,2.73,2.35,3.27,100.07,0
31,1,Operations,55,3.9,0.89,3.12,2.97,4.4,100.07,0
32,1,Operations,49,5.9,1.02,3.25,3.37,3.91,100.07,0
33,1,Operations,27,1.3,1.09,4.97,2.6,3.63,100.07,1
34,1,Operations,41,21.6,1.58,2.9,2.74,2.51,100.07,0
35,1,Operations,44,12.5,1.15,3.4,1.97,2.92,100.07,0
36,1,Operations,32,5.2,1.04,4.97,2.38,3.58,100.07,0
37,1,Operations,28,2.5,0.87,4.12,3.5,3.57,100.07,0
38,1,Operations,29,2.6,0.94,3.66,2.81,4.08,100.07,0
39,1,Operations,50,3.6,1.04,3.43,2.69,3.99,100.07,0
40,1,Operations,30,2.6,1.25,3.85,2.67,3.13,100.07,0
41,1,Operations,56,0.6,0.88,4.28,3.52,3.13,100.07,0
42,1,Operations,55,7.0,1.09,3.46,3.02,3.89,100.07,0
43,1,Operations,57,3.9,1.0,3.66,2.94,2.75,100.07,0
44,1,Operations,39,0.7,0.83,3.25,3.16,3.17,100.07,0
45,1,Operations,34,5.9,1.21,4.47,3.51,4.85,100.07,0
46,1,Operations,49,4.9,1.02,2.89,3.89,3.09,100.07,0
47,1,Operations,50,15.6,1.4,4.1,4.47,4.24,100.07,0
48,1,Operations,60,1.0,0.8,4.7,3.65,3.38,100.07,0
49,1,Operations,60,3.8,0.87,3.84,4.01,4.17,100.07,0
50,1,Operations,41,5.1,1.07,4.89,1.76,3.45,100.07,0
51,1,Operations,27,2.8,1.14,4.1,2.8,4.29,100.07,0
52,1,Operations,36,4.8,1.07,2.93,3.1,3.71,100.07,0
53,1,Operations,28,15.6,1.23,4.64,2.68,3.31,100.07,0
54,1,Operations,54,2.5,1.04,4.24,3.79,4.13,100.07,0
55,1,Operations,57,17.6,1.28,3.18,3.28,4.59,100.07,0
56,1,Operations,56,11.5,1.03,3.8,3.57,3.97,100.07,0
57,1,Operations,27,2.2,1.04,3.63,3.73,3.94,100.07,0
58,1,Operations,24,1.7,0.95,4.15,2.92,4.11,100.07,0
59,1,Operations,24,0.6,0.9,2.49,2.16,2.4,100.07,0
60,1,Operations,25,7.9,1.11,4.38,4.13,3.76,100.07,0
61,1,Operations,27,2.4,1.1,2.89,2.78,2.91,100.07,0
62,1,Operations,30,7.5,1.27,2.39,3.47,3.18,100.07,0
63,1,Operations,24,21.5,1.37,3.01,2.83,3.16,100.07,0
64,1,Operations,41,4.5,1.03,3.84,4.12,3.59,100.07,0
65,1,Operations,46,1.7,0.98,3.84,3.11,4.01,100.07,1
66,1,Operations,41,0.6,0.94,4.4,2.61,4.0,100.07,0
67,1,Operations,48,6.0,0.91,1.81,2.42,3.52,100.07,0
68,1,Operations,39,1.4,1.0,3.73,2.92,3.63,100.07,0
69,1,Operations,49,0.6,0.95,2.56,3.2,5.0,100.07,0
70,1,Operations,43,11.5,1.26,3.42,3.08,3.33,100.07,0
71,1,Operations,35,6.0,1.18,3.83,3.0,4.07,100.07,0
72,1,Operations,29,3.2,0.81,1.96,2.15,4.62,100.07,0
73,1,Operations,29,11.5,0.93,3.06,4.89,4.06,100.07,0
74,1,Operations,35,9.7,1.01,3.65,3.14,4.27,100.07,0
75,1,Operations,44,1.7,0.94,4.87,2.52,3.27,100.07,0
76,1,Operations,62,1.8,1.06,4.67,3.29,3.95,100.07,0
77,1,Operations,41,1.2,0.83,3.82,2.1,4.18,100.07,1
78,1,Operations,42,9.3,0.9,2.23,2.62,3.95,100.07,1
79,1,Operations,48,12.5,1.24,2.69,3.69,4.2,100.07,0
80,1,Operations,56,6.7,1.22,3.44,2.99,3.35,100.07,0
81,1,Engineering,57,2.7,0.9,3.75,3.24,3.34,100.07,0
82,1,Engineering,36,3.0,0.94,3.9,3.33,2.93,100.07,0
